
"INSTRMNT_TYPE","ISIN","SHRT_NAME","REINVESTMENT_OPTION","DIVIDEND_PERIODICITY"
"Collective Investment","LU1883321538","AMUNDI GLOBAL EQUITY SUSTAINABLE INCOME","Distribution","Bi_Annual"
"Collective Investment","LU1586386069","T. ROWE GLOBAL TECHNOLOGY EQUITY FUND QD USD INC","Distribution","Year"
"Collective Investment","GB00BN893S83","PREMIER LIBERATION NO IV B INC","Distribution","Quarter"
"Collective Investment","IE00B193MN38","PIMCO GLOBAL ADVIS US HIGH YIELD BD E INC","Distribution","Quarter"
"Collective Investment","LU1396460880","RATHBONE UNIT TST MUL -AS T RE PT L EUR INC","Distribution","Quarter"
"Collective Investment","GB00B76V8H81","SCHRODER UNIT TST QEP GBL ACTIVE VALUE Z INC","Distribution","Year"
"Collective Investment","IE00BPBFLP08","OLD MUTUAL GLOBAL MTHLY INC HIGH YLD BD A DIS","Distribution","Month"
"Collective Investment","GB00B1W7J535","INVESCO MGRS IP UK STRAT INCOME INC","Distribution","Bi_Annual"
"Collective Investment","IE00B3DBRN27","J O HAMBRO GLOBAL SELECT A INC NAV","Distribution","Year"
"Collective Investment","GB00B4RKR986","JP MORGAN MULTI-ASSET INCOME FUND X INC","Distribution","Quarter"
"Collective Investment","LU1005136848","FIDELITY GLOBAL DIVIDEND A HMDIST HEDGED INC AUD","Distribution","Month"
"Collective Investment","GB00BF1QND54","WS EVENLODE GLOBAL INCOME B INC EUR","Distribution","Quarter"
"Collective Investment","IE00BN78BX74","HERMES IMPACT OPPORTUNITIES EQUITY FUND A2 INC","Distribution","Bi_Annual"
"Collective Investment","IE00BF29RF37","TROJAN IRELAND PLC FEEDER IRELAND X EUR INC","Distribution","Bi_Annual"
"Collective Investment","LU1852330908","BLACKROCK GLOBAL ALLOCATION D4 INC","Distribution","Year"
"Collective Investment","LU0955864227","INVESCO MANAGEMENT UK INV GRADE BOND Z INC","Distribution","Quarter"
"Collective Investment","IE00B0V9TF31","PIMCO GLOBAL ADVIS EMG MKTS BOND HGD INSTL INC","Distribution","Quarter"
"Collective Investment","GB00B8J9TP16","JANUS HENDERSON CORE 5 INCOME A INC","Distribution","Month"
"Collective Investment","LU0910996080","SCHRODER ISF GLOBAL M.A INC GBP A HDG MF","Distribution","Month"
"Collective Investment","IE00B513D147","NEUBERGER BER INV HIGH YIELD BD A INC","Distribution","Month"
"Collective Investment","GB00B1XG8T67","JUPITER CORPORATE BOND FUND R GBP INC","Distribution","Quarter"
"Collective Investment","IE00BLG2YK48","DODGE & COX WORLDWIDE GLOBAL BOND FUND Z GBP HEDGED INC","Distribution","Quarter"
"Collective Investment","GB00BGHQ0V32","SMITH & WILLIAMSON SALTUS FIXED INCOME Q INC","Distribution","Year"
"Collective Investment","LU2049639912","AVIVA GLOBAL INV GRADE CORPORATE BOND FUND MAH GBP INC","Distribution","Bi_Annual"
"Collective Investment","IE00BDDY3229","FEDERATED HERMES US SMID EQUITY FUND L2","Distribution","Bi_Annual"
"Collective Investment","GB00BKPJTJ32","JANUS HENDERSON FIXED INTEREST MONTHLY INCOME IQ INC","Distribution","Quarter"
"Collective Investment","LU1223082519","SCHRODER ISF GLOBAL GOLD A USD DIS AV","Distribution","Year"
"Collective Investment","IE0005062744","LAZARD UK OMEGA EQUITY FUND B DISTRIBUTION GBP","Distribution","Bi_Annual"
"Collective Investment","IE0003702200","INVESCO AM IRL LTD BOND C USD","Distribution","Bi_Annual"
"Collective Investment","SG9999010482","NIKKO AM JAPAN DIVIDEND EQUITY FUND SGD","Distribution","Month"
"Collective Investment","GB00BGHQ0Z79","SMITH & WILLIAMSON SALTUS REAL RETURN Q INC","Distribution","Year"
"Collective Investment","GB00BV9GHW68","JPM GLOBAL BOND OPPORTUNITIES SUSTAINABLE FUND C GROSS INC","Distribution","Quarter"
"Collective Investment","GB00B8MZ4L75","JPMORGAN AM UK LTD UK SMALER COS NET C INC NAV","Distribution","Year"
"Collective Investment","LU1670725859","M&G (LUX) OPTIMAL INCOME FUND C H USD INC","Distribution","Bi_Annual"
"Collective Investment","GB00BWK26782","ABRDN EUROPEAN REAL ESTATE SHARE A INC","Distribution","Bi_Annual"
"Collective Investment","GB00B3R60R85","INSIGHT INV FDS UK CORP ALL MATURITIES BOND","Distribution","Bi_Annual"
"Collective Investment","GB0030491632","BAILLIE GIFFORD DEVELOPED ASIA PAC B NET INC","Distribution","Year"
"Collective Investment","IE00BF29R539","TROJAN IRELAND PLC INCOME FEEDER IRELAND X EUR","Distribution","Bi_Annual"
"Collective Investment","LU0136412771","ETHENEA INDPT INV AKTIV E A DIS","Distribution","Year"
"Collective Investment","LU1165522480","BLACKROCK SA FIXED INCOME GLOBAL OPPS A8 INC","Distribution","Month"
"Collective Investment","LU1883850015","AMUNDI LUXEMBOURG PIONEER US BOND A2 USD MGI","Distribution","Month"
"Collective Investment","LU1762223011","INVESCO MANAGEMENT US EQTY C AD USD DIS","Distribution","Year"
"Collective Investment","LU0229946545","FRANKLIN TEMPLETON BRIC A DIS GBP   LIQ","Distribution","Year"
"Collective Investment","LU0972490758","EMIRATES GLOBAL QTLY INC G GBP INC","Distribution","Year"
"Collective Investment","LU0239688517","MORGAN STANLEY US GROWTH AX INC USD","Distribution","Bi_Annual"
"Collective Investment","GB00B94Q8L39","HENDERSON INVESTME JANUS HEND CORE 4 INC I","Distribution","Month"
"Collective Investment","GB00BYXVGT82","WS GRESHAM HOUSE UK MULTI CAP INCOME C INC","Distribution","Quarter"
"Collective Investment","LU0247991580","JPMORGAN ASSET MGM GBL MACRO OPPS A EUR INC","Distribution","Year"
"Collective Investment","IE00BLB3R695","POLAR CAP EMERGING MARKET STARS FUND S INC","Distribution","Bi_Annual"
"Collective Investment","LU0303816028","FIDELITY EMG EUR MID EA&AFR A INC","Distribution","Year"
"Collective Investment","IE00B8NHL881","HARDING LOEVNER FUND GLOBAL EQUITY D USD","Distribution","Bi_Annual"
"Collective Investment","LU0875300609","MATTHEWS ASIA-CHINA DIVIDEND A DIST USD","Distribution","Bi_Annual"
"Collective Investment","LU1153585374","BLACKROCK GF GLOBAL LONG-HORIZON EQUITY FUND D4 INC","Distribution","Year"
"Collective Investment","IE00BS7K1057","LORD ABBETT PASSPO MULTI-SECTOR INCOME A USD D","Distribution","Month"
"Collective Investment","GB00B8JYV946","JUPITER UT FINANCIAL OPPS I INC GBP","Distribution","Bi_Annual"
"Collective Investment","IE00B1L2TP92","BARING INVESTMENTS EMG MKTS DEBT LOCAL CURR A","Distribution","Month"
"Collective Investment","LU0348814723","ALLIANZ RCM TOT RTN ASIAN EQ A DIS","Distribution","Year"
"Collective Investment","GB00B89FX689","BNY MELLON FD MNGR LONG TERM GBL EQTY B INC","Distribution","Year"
"Collective Investment","IE00BD89JF77","LORD ABBETT GLOBAL HIGH YIELD A USD DIS","Distribution","Month"
"Collective Investment","GB00B8B1CF61","JANUS HENDERSON CORE 3 INCOME A INC","Distribution","Month"
"Collective Investment","GB00B87HPZ94","FIL INV SVCS UK ENHANCED INC W GBP","Distribution","Quarter"
"Collective Investment","LU1279333592","PICTET ROBOTICS I USD INC","Distribution","Year"
"Collective Investment","IE00BGSXQT33","PIMCO GIS ASIA HIGH YIELD BOND FUND M RETAIL USD INC II","Distribution","Year"
"Collective Investment","GB00BW9HL249","ARTEMIS SMARTGARP GLOBAL EMERGING MARKETS EQUITY FUND CLASS I INC GBP","Distribution","Year"
"Collective Investment","IE00BD89JH91","LORD ABBETT GLOBAL HIGH YIELD Z USD INC","Distribution","Month"
"Collective Investment","IE00B1FZRQ18","MONTANARO EUROPEAN SMALLER COS USD","Distribution","Year"
"Collective Investment","IE0007215720","RUSSELL INVEST CO UK EQUITY P INC NAV","Distribution","Quarter"
"Collective Investment","LU1900973154","ABERDEEN STANDARD I SICAV CHINA A SHARE SUSTAINABLE EQUITY X INC","Distribution","Bi_Annual"
"Collective Investment","LU1732799900","JPMORGAN ASSET MGM GLOBAL IRC A INC","Distribution","Month"
"Collective Investment","GB00BD6PG894","WS BLUE WHALE GROWTH FUND R STERLING INC","Distribution","Year"
"Collective Investment","LU0946216743","JUPITER MERLIN INT EQUITIES D INC","Distribution","Year"
"Collective Investment","GB00BTLX1Q39","ABERDEEN FUND MANA UK PROP FEED UNIT TST I INC","Distribution","Quarter"
"Collective Investment","LU0607523114","INVESCO MANAGEMENT EMG LOCAL CURR DEBT A INC","Distribution","Month"
"Collective Investment","LU0972490592","EMIRATES GLOBAL QUARTERLY INCOME FUND CLASS G INC","Distribution","Quarter"
"Collective Investment","LU0473111879","INVESTEC GBL STRT EMG MKT DB I INC$","Distribution","Month"
"Collective Investment","IE00BDD29W83","PIMCO GLOBAL ADVIS CREDIT OPPS BOND INSTL INC","Distribution","Quarter"
"Collective Investment","IE00BFNWZ249","LORD ABBETT PASSPO HIGH YIELD Z USD DIS","Distribution","Month"
"Collective Investment","GB00BP8RY838","FIL INVESTMENT SER INDEX US P INC NAV","Distribution","Quarter"
"Collective Investment","LU0196697261","HSBC GIF BRAZIL EQUITY USD","Distribution","Year"
"Collective Investment","IE00B8H9QB89","COUTTS MULTI ASSET GBL BAL A DISGBP","Distribution","Bi_Annual"
"Collective Investment","LU1775953497","INVESCO EMERGING MARKETS EQUITY FUND Z AD USD INC","Distribution","Year"
"Collective Investment","IE00BJYJF668","NEW CAPITAL WEALTHY BOND FUND N SHARES","Distribution","Quarter"
"Collective Investment","GB00BF781D16","SCHRODER GLOBAL ENERGY TRANSITION Q1 INC","Distribution","Quarter"
"Collective Investment","GB00B4N3W857","DMS SEQUEL CAUTIOUS INCOME STRATEGY","Distribution","Month"
"Collective Investment","LU0580551074","INVESCO ASIA ASSET ALLOCATION A HKD","Distribution","Quarter"
"Collective Investment","LU0750223959","JUPITER ASSET DYNAMIC BOND I INC","Distribution","Quarter"
"Collective Investment","MT7000017778","HANSON LEDBURY HSIF NEXUS GLOBAL INCOME PORTFOLIO CLASS A INC","Distribution","Bi_Annual"
"Collective Investment","GB0004332531","ABERDEEN STD FD MG UK EQTY HIGH INC INC INSTL","Distribution","Bi_Annual"
"Collective Investment","LU1130305938","SCHRODER INV MG ISF ASIAN DIVIDEND MAX A INC","Distribution","Month"
"Collective Investment","LU0969484335","CT (LUX) RESPONSIBLE GLOBAL EQUITY FUND R INC","Distribution","Year"
"Collective Investment","IE00BYYPH306","AEGON GLOBAL DIVERSIFIED INCOME FUND CLS B CHF HGD INC","Distribution","Month"
"Collective Investment","IE00BYWG2G32","POLAR CAPITAL FUND GBL CONVERT PTF CCY I GBP D","Distribution","Quarter"
"Collective Investment","IE00B2495Z65","AEGON INVEST GRADE GBL BD A INC EUR","Distribution","Quarter"
"Collective Investment","LU0538203281","JPMORGAN ASSET MGM GREATER CHINA A HKD INC NAV","Distribution","Year"
"Collective Investment","LU0353647653","FIDELITY EUROPEAN DIV A DIS EUR","Distribution","Bi_Annual"
"Collective Investment","GB00B9D84M33","TIME INVESTMENTS FREEHOLD AUTHORISED H NET INC","Distribution","Bi_Annual"
"Collective Investment","LU0345766611","NINETY ONE GSF EUROPEAN HIGH YIELD BOND A INC GRS EUR","Distribution","Month"
"Collective Investment","GB00B82P0081","CLOSE ASSET MGMNT CNS PORTFOLIO X INC NAV","Distribution","Bi_Annual"
"Collective Investment","LU1492452609","ALLIANZ DYNAMIC ASIAN HIGH YIELD BOND SHARE CLASS AMG","Distribution","Month"
"Collective Investment","LU2017342317","IPCONCEPT ARABESQUE SICAV SUSTAINABLE GLOBAL EQUITY EUR INC","Distribution","Year"
"Collective Investment","LU0300741062","FRANKLIN TEMP GLOBAL HI YLD MDIS $","Distribution","Month"
"Collective Investment","GB0006851959","STANDARD LIFE O/S STRAT BRIDGE GBP","Distribution","Bi_Annual"
"Collective Investment","IE00B6SBBX64","TROJAN IRELAND PLC TROJAN FEEDER IE O INC","Distribution","Bi_Annual"
"Collective Investment","HK0000055654","JP MORGAN FUNDS GLOBAL BOND & CURRENCY USD INC","Distribution","Bi_Annual"
"Collective Investment","LU0496364315","FRANKLIN TEMPLETON US GOVERNMENT A M HKD DIS","Distribution","Month"
"Collective Investment","IE00B4QVD949","PRUSIK INVESTMENT ASIAN EQ INC USD","Distribution","Bi_Annual"
"Collective Investment","GB0003891412","PREMIER MITON MONTHLY INCOME FUND B INC","Distribution","Month"
"Collective Investment","LU1388735794","JUPITER ASIA PACIFIC INCOME CLASS D EUR Q INC","Distribution","Bi_Annual"
"Collective Investment","GB0008531302","AVIVA INVESTORS UK HIGHER INCOME PLUS 2","Distribution","Month"
"Collective Investment","GB00B820VG60","MARLBOROUGH FD MGR EUROPEAN TRUST B INC NAV","Distribution","Year"
"Collective Investment","GG00BKM40098","MARLBOROUGH UK MULTI-CAP GROWTH CELL A INC","Distribution","Bi_Annual"
"Collective Investment","LU0457959939","FIDELITY FUNDS CHINA FOCUS Y GBP DIS NAV","Distribution","Year"
"Collective Investment","IE00B535J212","BARCLAYS MULTI-MGR GBLGBL CORP BOND M INC","Distribution","Quarter"
"Collective Investment","GB00B06HZP43","BAILLIE GIFFORD EMG MKTS LEADING COS B INC","Distribution","Year"
"Collective Investment","LU0733933534","AB FCP I ASIA EX-JAPAN EQUITY PORTFOLIO AD GBP H","Distribution","Month"
"Collective Investment","LU1015032169","ALLIANZ GBL INV INCOME AND GROWTH P INC","Distribution","Year"
"Collective Investment","LU1775977595","INVESCO SICAV RESPONSIBLE GLOBAL A INC","Distribution","Year"
"Collective Investment","IE00BYVQ3L68","VANGUARD GLOBAL STOCK INDEX INSTL PLUS CAP INC","Distribution","Quarter"
"Collective Investment","GG00BKM40650","MARLBOROUGH INTL MULTI INCOME A USD DIS","Distribution","Bi_Annual"
"Collective Investment","IE00B75JXB24","PIMCO GLOBAL ADVIS GBL HGH YLD BD R GBP DIS","Distribution","Quarter"
"Collective Investment","GB0008531187","AVIVA INV HIGHER INC PLUS INC RET1 GBP","Distribution","Month"
"Collective Investment","GB00BKWHS592","MARGETTS PRIMA CAUTIOUS FUND UNHEDGED INC","Distribution","Bi_Annual"
"Collective Investment","IE00B6127M75","TROJAN IE PLC INTERNAL IE O INC GBP","Distribution","Bi_Annual"
"Collective Investment","IE00B759Y860","POLAR CAPITAL FUND INCOME OPPS A1 INC","Distribution","Quarter"
"Collective Investment","LU0654560522","AB SICAV I SHORT DURATION HIGH YIELD PORTFOLIO AT GBP HDG INC","Distribution","Month"
"Collective Investment","GB00BJZ2F867","THREADNEEDLE INV GLOBAL SELECT Z INC","Distribution","Year"
"Collective Investment","LU1057461995","GS WEALTHBUILDER MULTI ASSET BAL OTHER CURR PH","Distribution","Year"
"Collective Investment","IE00BDW02465","RUSSELL INVESTMENT GLOBAL BOND Q INC","Distribution","Quarter"
"Collective Investment","GB0032395336","MARLBOROUGH FD MGR MFM HATHAWAY INC","Distribution","Bi_Annual"
"Collective Investment","GB00B8W5M023","FIDELITY ASIAN DIVIDEND FUND W INC","Distribution","Quarter"
"Collective Investment","GB00BBX46290","STANDARD LIFE INVS UK SMALLER COS S INSTL INC","Distribution","Year"
"Collective Investment","IE00BKFVZC40","BLACKROCK ISHARES EMERGING MARKETS LOCAL GOVERNMENT BOND INDEX","Distribution","Bi_Annual"
"Collective Investment","GB00BMGRVQ12","THREADNEEDLE MANAGED BOND FOCUSED FUND Z INC","Distribution","Year"
"Collective Investment","GB0006779101","RESPONSIBLE HORIZONS UK CORPORATE BOND FUND","Distribution","Quarter"
"Collective Investment","GB00BGP6KY86","JPMORGAN AM UK LTD GBL HI YLD BD C MON INC","Distribution","Month"
"Collective Investment","LU1220904186","RUFFER TOTAL RETURN INTERNATIONAL C INC","Distribution","Year"
"Collective Investment","IE0000829238","BARING  HONG KONG CHINA A USD","Distribution","Year"
"Collective Investment","GB0006126766","ST JAMES PLACE UT ETHICAL INC GBP","Distribution","Year"
"Collective Investment","IE00B4Z48H75","BARCLAYS MULTI MGR GLOBALACCESS GBL PROP SECS","Distribution","Quarter"
"Collective Investment","IE0001195316","MONTANARO EUROPEAN SMLR COS STG UNHEDGED GBP","Distribution","Year"
"Collective Investment","LU1562330644","T. ROWE PRICE FUNDS SICAV - US LARGE CAP VALUE EQUITY FUND QDS10","Distribution","Bi_Annual"
"Collective Investment","LU0815945463","ALLIANZ GLOBAL INV  HKD INCOME AM USD","Distribution","Month"
"Collective Investment","GB0005068324","IFSL CHURCH HOUSE ESK GLOBAL EQUITY FUND A INC","Distribution","Bi_Annual"
"Collective Investment","IE00B1L6MF22","LAZARD GLOBAL ACTI EMG MARKET EQUITY INST DIS","Distribution","Bi_Annual"
"Collective Investment","LU0936580785","FIL INV MGMT LUX INTERNATIONAL Y INC NAV","Distribution","Year"
"Collective Investment","IE00BYXVX311","PIMCO GIS GLOBAL BOND ESG FUND INSTITUTIONAL INC","Distribution","Quarter"
"Collective Investment","GB0006057391","BAILLIE GIFFORD EUROPEAN B NAV INC","Distribution","Year"
"Collective Investment","GB0006063340","BAILLIE GIFFORD PACIFIC B NAV INC","Distribution","Year"
"Collective Investment","IE00B5372C89","MERIAN LOCAL CURR EMG MKT DEBT A USD DIS","Distribution","Month"
"Collective Investment","LU2023250504","ALLIANZ THEMATICA AMG H2 SGD INC","Distribution","Month"
"Collective Investment","IE0032904116","J O HAMBRO EURP SEL VAL B DIS EUR","Distribution","Year"
"Collective Investment","IE00B9799N83","NEUBERGER BERMN II GLOBAL SNR FTG RATE INC I","Distribution","Quarter"
"Collective Investment","GB00BTLX1S52","ABERDEEN FUND MANA UK PROPERTY FEEDER UNIT TRU","Distribution","Month"
"Collective Investment","LU0706718169","ALLIANZ GBL INV FLEXI ASIA BOND AM (H2-SGD)","Distribution","Month"
"Collective Investment","US09251M1080","BLACKROCK EQUITY DIVIDEND CL A USD","Distribution","Quarter"
"Collective Investment","LU0815074496","JP MORGAN GLOBAL INCOME FUND A USD HEDG","Distribution","Month"
"Collective Investment","IE00B68NBZ41","DIMENSIONAL U.S. SMALL COMPANIES FUND INC","Distribution","Year"
"Collective Investment","LU2112292177","BLACKROCK GLOBAL CHINA BOND FUND D4 INC","Distribution","Year"
"Collective Investment","LU0745992734","ALLIANZ GLOBAL INV  FLEXI ASIA BOND AM USD INC","Distribution","Month"
"Collective Investment","LU0800105081","AB SICAV I ASIA-PACIFIC INCOME PORTFOLIO AT GBP HDG","Distribution","Month"
"Collective Investment","GB0030726193","BROOKS MACDONALD STERLING BOND FUND INC","Distribution","Quarter"
"Collective Investment","IE0000829568","Barings Global Bond A Class","Distribution","Bi_Annual"
"Collective Investment","GB00B7FSBK49","FRANKLIN TEMPL/IM UK EQUITY INCOME Z INC NAV","Distribution","Quarter"
"Collective Investment","LU0119891520","HAUCK & AUFHSR FCP MEDICAL BIOHEALTH TRENDS INC","Distribution","Year"
"Collective Investment","GB00B235RD76","JPM MULTI-MANAGER GROWTH C INC","Distribution","Quarter"
"Collective Investment","GB00B5M1ZD36","ISHARES OVERSEAS CORPORATE BOND INDEX FUND (UK) A ACC","Distribution","Bi_Annual"
"Collective Investment","GB00BDD2CK71","SCHRODER UNIT TST EUROPEAN L INC NAV","Distribution","Year"
"Collective Investment","LU1698187975","FIL INV MGMT LUX GBL MULTI ASSET Y M INC","Distribution","Month"
"Collective Investment","LU0328307227","ALLIANCEBERNS LUX AMER INCOME PTF AT EUR","Distribution","Month"
"Collective Investment","IE0033156484","BARINGS DEVELOPED AND EMERGING MARKETS HIGH YIELD BOND A GBP HEDGED INC","Distribution","Quarter"
"Collective Investment","LU0861579182","ALLIANCE BERNSTEIN EM MKTS CORP DEBT PORTFOLIO NT INC","Distribution","Month"
"Collective Investment","GB00B6193536","JANUS HENDERSON ASIAN DIVIDEND INCOME UNIT TRUST I INC","Distribution","Quarter"
"Collective Investment","LU0538203950","JPMORGAN ASSET MGM TAIWAN A HKD DIS NAV","Distribution","Year"
"Collective Investment","IE0032904223","J O HAMBRO EUROP SEL VALUES A GBP","Distribution","Year"
"Collective Investment","LU0203201768","ALLIANCE BERNSTEIN ALL MARKET INCOME PORTFOLIO AX USD DIS","Distribution","Quarter"
"Collective Investment","SG9999013882","SUNDARAM GLOBAL BRAND FUND SAPHIRE CLASS INC","Distribution","Quarter"
"Collective Investment","IE00BYWYV048","LORD ABBETT PASSPO ULTRA SHORT BOND A USD DIS","Distribution","Month"
"Collective Investment","LU0156897653","ALLIANCEBERNSTEIN GLOBAL BOND AT USD","Distribution","Month"
"Collective Investment","LU0879622024","SCHRODER INTL SEL-GL.M.A.INC(A)H MF","Distribution","Month"
"Collective Investment","LU0451950660","HENDERSON HORIZON COR BD I1 INC EUR","Distribution","Year"
"Collective Investment","LU0936579183","FIDELITY FUNDS GLOBAL INDUSTRIALS Y INC","Distribution","Year"
"Collective Investment","LU0739721834","BLACKROCK GBL EQ INCOME A4G EUR","Distribution","Year"
"Collective Investment","GB0006930357","SVS BROWN SHIPLEY STERLING BOND A INC","Distribution","Quarter"
"Collective Investment","GB00B56S7H80","MAITLAND INSTL SVC MI SOMERSET EMERGING MARKET","Distribution","Bi_Annual"
"Collective Investment","GB00B0CNGM05","LEGAL AND GENERAL UK INDEX TRUST INST","Distribution","Bi_Annual"
"Collective Investment","GB00B0ZJKW30","CAPITA FM TROJAN CAPITAL I INC GBP","Distribution","Bi_Annual"
"Collective Investment","IE00BDBBPX02","FTGF GBL RARE INFRASTRUCTURE VALUE A Q USD DIS","Distribution","Quarter"
"Collective Investment","IE0032578035","FRANKLIN ADVISORS FLOAT RATE A DIS$","Distribution","Month"
"Collective Investment","LU0360610066","MORGAN STANLEY IF US GROWTH ZX","Distribution","Bi_Annual"
"Collective Investment","IE00BFRT9F20","KLEINWORT BENSON I DIVIDEND PLUS NORTH AMER EQTY A INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU1078677751","ASHMORE SICAV EMERGING MKTS TOTAL RETURN","Distribution","Month"
"Collective Investment","IE0003703166","INVESCO AM IRL SERIES 2 GILT A GBP","Distribution","Quarter"
"Collective Investment","GB00B0WS6Q95","ASI DYNAMIC DISTRIBUTION","Distribution","Month"
"Collective Investment","GB00BD2WZ105","LIONTRUST FUND PAR EUROPEAN INCOME R GBP DIS","Distribution","Quarter"
"Collective Investment","IE00BDGV0183","GUINNESS AM GLOBAL EQUITY INCOME C","Distribution","Year"
"Collective Investment","GB0005770986","BAILLIE GIFFORD GILT B NAV INC GBP","Distribution","Quarter"
"Collective Investment","LU0229944680","Franklin Templeton Latin America A","Distribution","Year"
"Collective Investment","LU0826411810","NORDEA INVESTMENT US TOTAL RETURN BOND AC","Distribution","Year"
"Collective Investment","MT7000017836","HANSON INCOME NEXUS GLOBAL INCOME PTF B DIST","Distribution","Bi_Annual"
"Collective Investment","LU1418832595","MORGAN STANLEY IF GLOBAL BRANDS ZHR GBP INC","Distribution","Bi_Annual"
"Collective Investment","LU1425341424","MIRABAUD EQUITIES SWISS SMALL AND MID I INC","Distribution","Bi_Annual"
"Collective Investment","IE00BBPJDL08","INVESCO AM IRL LTD GBL SEL EQTY Z USD ACC NAV","Distribution","Year"
"Collective Investment","JE00B3L59X01","EMIRATES NBD FUND MENA HIGH INCOME USD A INC","Distribution","Bi_Annual"
"Collective Investment","GB00BYSYZL73","FIL INV SVCS UK GLOBAL DIVIDEND W GBP INC M","Distribution","Month"
"Collective Investment","LU1728044204","HSBC GIF GLOBAL INVESTMENT GRADE SECURITISED CREDIT BOND AM2 INC","Distribution","Month"
"Collective Investment","GB0033747352","QUILTER INVESTORS STRATEGIC BOND FUND","Distribution","Quarter"
"Collective Investment","LU0627763583","BLUEBAY GRD ABS RTN BD DR C GBP","Distribution","Quarter"
"Collective Investment","LU1654400644","EMIRATES INDIA EQUITY A INC","Distribution","Quarter"
"Collective Investment","LU1627340166","ALLIANZ US SHORT DURATION HIGH INCOME BOND AQ H2 EUR INC","Distribution","Quarter"
"Collective Investment","GB00BDD2JC82","SCHRODER UNIT TST UK ALPHA PLUS L INC","Distribution","Year"
"Collective Investment","IE00BFTCNB31","RUSSELL INVEST CO OPEN WORLD GLOBAL LISTED IN","Distribution","Quarter"
"Collective Investment","GB0008178799","SMITH&WILLIAMSON UK EQ A INCOME","Distribution","Quarter"
"Collective Investment","LU0289232281","JPMORGAN US EQ PLUS A DIS USD","Distribution","Year"
"Collective Investment","GB00BYM0W656","L&G ASIA PACIFIC EQUITY INCOME C INC","Distribution","Quarter"
"Collective Investment","GB00B8HCF105","BNY MELLON FD MNGR INSIGHT EQY INC BOOSTER INS","Distribution","Month"
"Collective Investment","LU0768361676","FRANKLIN TEMPLETON GLOBAL BOND W INC NAV","Distribution","Month"
"Collective Investment","GB00B5ZWNT55","JUPITER UT MNGRS RESPONSIBLE INCOME I INC GBP","Distribution","Bi_Annual"
"Collective Investment","IE00B23Z9087","FTGF GBL BRANDYWNE GBL FXD INC A S IH GBP DIS HG","Distribution","Bi_Annual"
"Collective Investment","LU1200839618","BLACKROCK GLOBAL FUNDS-ASIAN TIGER BOND FUND A6 INC","Distribution","Month"
"Collective Investment","GB0008350869","JPMorgan AM UK Ltd Global High Yield Bd A Inc","Distribution","Quarter"
"Collective Investment","IE0000805634","BARING  EASTERN EUROPE FUND A USD DIS","Distribution","Year"
"Collective Investment","LU0973650087","JPMORGAN ASSET MGM INCOME OPP HEDGED I INC NAV","Distribution","Year"
"Collective Investment","LU0976565928","FRANKLIN TEMPLETON GLOBAL W EUR YDIS","Distribution","Year"
"Collective Investment","GB00B3PPZ729","BAILLIE GIFFORD GBL ALPHA GTH B GBP","Distribution","Bi_Annual"
"Collective Investment","LU1396459874","RATHBONE UNIT TST MUL -AS S GR PT L USD INC","Distribution","Quarter"
"Collective Investment","GB00B74F2253","PREMIER MITON UK SMLR COS B INST GBP","Distribution","Quarter"
"Collective Investment","LU0740037881","FIL INV MGMT LUX GBL HIGH YLD HGD Y MINCOME","Distribution","Month"
"Collective Investment","GB00B90RT060","MARLBOROUGH FD MGR EXTRA INCOME B INC","Distribution","Quarter"
"Collective Investment","GB0009455766","CT(UK)I FUND MGMT LTD EXTRA INCOME BOND 2 NAV","Distribution","Quarter"
"Collective Investment","LU0855787585","NORDEA INVESTMENT EUROPEAN HIGH YIELD BOND H","Distribution","Year"
"Collective Investment","GB00B8N44R93","INVESCO-ASIAN UK(Z)INC","Distribution","Year"
"Collective Investment","LU0488056044","ALLIANZ ASIAN MULTI INCOME PLUS AM USD DIS","Distribution","Month"
"Collective Investment","GB00B7WJV884","BNY MELLON FUND MANAGERS LIMITED NEWTON MGD INCOME ADVISED B NET RETL INC GBP","Distribution","Month"
"Collective Investment","GB00B2QD0516","INVEST FD SERV LTD BESTINVEST GROWTH PFOLIO INSTL INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB0030613615","WDB ASSET MGMT LTD EUROPEAN INST GBP","Distribution","Year"
"Collective Investment","IE00BYZFN864","WELLINGTON MGMNT DYNAMIC DIVERSIFIED INC N","Distribution","Month"
"Collective Investment","GB00B2QWKP80","FRANKLIN TEMP INVS GBL TOTAL RTN A GBP DIS NAV","Distribution","Quarter"
"Collective Investment","GB00BD8GMC64","THREADNEEDLE INV STERLING SHORT DATED COP BD","Distribution","Month"
"Collective Investment","LU0994945904","NINETY-ONE GLOBAL ST GBL STRAT MGD A INC 2 GROSS SUSP","Distribution","Month"
"Collective Investment","GB00BZ0WWJ33","SVS SALTUS GROWTH ASSETS I INC","Distribution","Year"
"Collective Investment","IE00B8L7SS90","CHIKARA F JAPAN INCOME & GTH USD DIS","Distribution","Bi_Annual"
"Collective Investment","GB0031643892","SCOT WIDOWS UT HI INC BD A INC NAV GBP","Distribution","Month"
"Collective Investment","LU0841817579","JPMORGAN ASSET MGM EMG MKTS CORP BD A USD INC","Distribution","Month"
