
"INSTRMNT_TYPE","ISIN","SHRT_NAME","REINVESTMENT_OPTION","DIVIDEND_PERIODICITY"
"Collective Investment","GB00B8K34M44","ROYAL LONDON SUSTAINABLE MANAGED GROWTH TRUST C INC","Distribution","Quarter"
"Collective Investment","LU1120565483","JPMORGAN ASSET MGM US AGGREGATE BOND C USD DIS","Distribution","Year"
"Collective Investment","IE00B0Y8YW95","PIMCO GIS INSTL HDGD INCOME INC GBP","Distribution","Quarter"
"Collective Investment","IE00B7LPQF93","PIMCO GBL INVRS GLOBAL ADV REAL RETURN HEDGED INSTL INC GBP   LIQ","Distribution","Quarter"
"Collective Investment","IE00BRTNQG69","MERIAN GBL INV EUR MERIAN EURP EX UK SMLR COS","Distribution","Year"
"Collective Investment","IE00BHR3YW06","DVAM GLOBAL EQUITY INCOME EUR E2 INC","Distribution","Bi_Annual"
"Collective Investment","IE00BYTYV291","DIMENSIONAL FUNDS WORLD ALLOCATION 80/20","Distribution","Bi_Annual"
"Collective Investment","GB00BK6MBF14","M&G SECURITIES LTD GBL HIGH YLD BOND HGD A DIS","Distribution","Month"
"Collective Investment","LU0283740032","HSBC GIF GEM DEBT TOTAL RTN","Distribution","Year"
"Collective Investment","US8802088893","TEMPLETON INC T GBL TOTAL RTN A $","Distribution","Month"
"Collective Investment","IE00BYWVL383","LEGGMASON GBL MC ASIA PACIFIC EQUITY A EUR DIS","Distribution","Year"
"Collective Investment","IE000WB23P63","WMP CORE CAUTIOUS GBP HEDGED DIST","Distribution","Year"
"Collective Investment","GB0007672420","JANUS HENDERSON INSTITUTIONAL UK GILT FUND I INC","Distribution","Quarter"
"Collective Investment","LU1732778227","ABERDEEN STD SERV DIVERSIFIED INCOME BA Q INC","Distribution","Quarter"
"Collective Investment","IE00BDZQR577","COMGEST GROWTH EUROPE Z EUR INC","Distribution","Year"
"Collective Investment","LU1670710158","M&G SECURITIES GLOBAL DIVIDEND A INC","Distribution","Quarter"
"Collective Investment","LU2195492298","PICTET SICAV STRATEG IC CREDIT-E ACC","Distribution","Year"
"Collective Investment","LU1554042488","NINETY ONE ASSET MAN GLOBAL MULTI ASSET INCOME A","Distribution","Month"
"Collective Investment","LU0345767189","NINETY ONE EUROPEAN HIGH YIELD BOND F INC 2 USD","Distribution","Month"
"Collective Investment","GB00B44DQC62","VANGUARD INV UK LT LONG DUR GILT IDX A INC NAV","Distribution","Quarter"
"Collective Investment","LU0912757837","JPM GLOBAL INCOME FUND A (MTH) H INC","Distribution","Month"
"Collective Investment","LU1775948901","INVESCO MANAGEMENT CONTINENTAL EURP EQUITY A","Distribution","Year"
"Collective Investment","GB00BJFLR213","AEGON PLC DIVSFD MTHLY INC D INC","Distribution","Month"
"Collective Investment","IE00BYV1C692","MUZINICH FUNDS GLOBAL TACTICAL CREDIT H GB","Distribution","Bi_Annual"
"Collective Investment","IE000V96NPN8","WMP CORE BALANCED EUR HEDGED DIST","Distribution","Year"
"Collective Investment","GB00BK6MCN62","M & G SECS OPTIMAL INCOME A-H HEDGED INC","Distribution","Bi_Annual"
"Collective Investment","IE00BDH6RX35","UTI INDIAN FIXED INCOME RETAIL INC SGD","Distribution","Quarter"
"Collective Investment","IE00B2496420","AEGON STRATEGIC GLOBAL BOND FUND CLS A GBP HGD INC","Distribution","Quarter"
"Collective Investment","GB00BFYTY724","ROYAL LONDON UK DIVIDEND GROWTH M INC","Distribution","Quarter"
"Collective Investment","GB00B3XDZP60","JPM GBL HIGH YIELD BOND C I INC GBP","Distribution","Quarter"
"Collective Investment","LU0251145669","FIL INV MGMT LUX EUROP HIGH YD A MDIST","Distribution","Month"
"Collective Investment","GB00B1296F83","BARCLAYS WEALTH FD STG CORPORATE BOND A DIS","Distribution","Quarter"
"Collective Investment","LU0960305505","GOLDMAN SACHS GLOBAL HIGH YIELD PTF SGD Q INC","Distribution","Quarter"
"Collective Investment","IE00BDFB5D65","VANGUARD INV SER GBL CORP BD IDX INSTL PLUS","Distribution","Quarter"
"Collective Investment","LU0568621709","AMUNDI LUXEMBOURG CASH USD AU USD DIS NAV","Distribution","Year"
"Collective Investment","GB00BNY7YG14","THESIS UT MGMT LTD SANDITON EUROPEAN A INC","Distribution","Bi_Annual"
"Collective Investment","IE00BMW4T958","1OAK MULTI ASSET 80 UCITS D2 INC","Distribution","Quarter"
"Collective Investment","LU0229943799","FRANKLIN TEMP GBL TOT RTN CLASS C MDIS $","Distribution","Month"
"Collective Investment","CH0019087219","PICTET FUNDS (CH) MID SMALL CAP R DY INC","Distribution","Year"
"Collective Investment","LU1042832177","JPMORGAN ASSET MGM JPM JAPAN EQUITY A SGD INC","Distribution","Year"
"Collective Investment","LU1775965582","INVESCO CHINA NEW PERSPECTIVE EQUITY A INC USD","Distribution","Year"
"Collective Investment","GB00B56XTW25","CAPITA CFIC CRUX GLOBAL FUND CLASS A GBP INC","Distribution","Bi_Annual"
"Collective Investment","LU0345759830","NINETY ONE GLOBAL STRATEGY STERLING MONEY D INC","Distribution","Bi_Annual"
"Collective Investment","IE00058UXED4","NEW CAPITAL UCITS FUND PLC - NEW CAPITAL FIXED MATURITY BOND A","Distribution","Year"
"Collective Investment","GB00BHL2BY47","ARTEMIS STRATEGIC BOND FUND MC","Distribution","Month"
"Collective Investment","IE00B4KNT432","PIMCO GLOBAL ADVIS DIVSFD INCOME ADMIN INC","Distribution","Month"
"Collective Investment","LU1775953141","INVESCO MANAGEMENT EMG MKTS EQUITY C USD","Distribution","Year"
"Collective Investment","LU1775968339","INVESCO MANAGEMENT GLOBAL HIGH INCOME A EUR MD","Distribution","Month"
"Collective Investment","GB00BRJZVS95","AXA INVESTMENT MAN AXA FRAM UK SMALL CO Z INC","Distribution","Bi_Annual"
"Collective Investment","GB00B8JTXR16","VT GREYSTONE CAUTIOUS MANAGED R INC","Distribution","Bi_Annual"
"Collective Investment","LU2112292763","BLACKROCK GBL FDS WORLD HEALTHSCIENCE D5 GBP","Distribution","Quarter"
"Collective Investment","LU1694764629","REDWHEEL GBL EMG MKTS B GBP DIS","Distribution","Bi_Annual"
"Collective Investment","IE00BFFWCC19","DAVY ASSET MGMT UK GPS DEFENSIVE GROWTH A","Distribution","Bi_Annual"
"Collective Investment","IE00BJL57T46","PIMCO GLOBAL ADVIS DIVERSIFIED INC DUR HDG INV","Distribution","Quarter"
"Collective Investment","LU0955862445","INVESCO MANAGEMENT PAN EUROPEAN EQUITY INCOME","Distribution","Bi_Annual"
"Collective Investment","LU0963865083","ABERDEEN STD FRONTIER MARKETS BOND A M INC USD","Distribution","Month"
"Collective Investment","LU1228905540","NINETY-ONE GLOBAL QUALITY EQUITY INCOME FUND A INC","Distribution","Month"
"Collective Investment","LU0862299517","UBAM SICAV CORPORATE US DOLLAR BOND U","Distribution","Year"
"Collective Investment","IE00B8FNGZ66","GAM STAR GBL QUALITY INSTL DIS GBP","Distribution","Year"
"Collective Investment","LU1760136058","ABERDEEN GBL SERV AUST DOLLAR GOVT BD FD A INC","Distribution","Quarter"
"Collective Investment","GB00B8FK9V41","MERIAN UK SMALLER COMPANIES FUND P GBP INC","Distribution","Year"
"Collective Investment","LU2211817197","ALLIANZ FOOD SECURITY A INC","Distribution","Year"
"Collective Investment","IE00B6027734","PIMCO GLOBAL INVESTORS UK CORPORATE BOND FUND INST INC","Distribution","Bi_Annual"
"Collective Investment","LU1084165056","FIDELITY GLOBAL EQUITY INCOME FUND A INC","Distribution","Month"
"Collective Investment","IE000V1W1PQ0","WMP CORE BALANCED GBP HEDGED DIST","Distribution","Year"
"Collective Investment","GB00BV9FYT97","WS GRESHAM UK MICRO CAP C INC","Distribution","Year"
"Collective Investment","IE00B5ZR2157","PIMCO FIXED INC ENHAN SHT MAT EUR","Distribution","Month"
"Collective Investment","GB00BZ2YMT70","JUPITER UT MNGRS ASIAN INCOME I GBP INC","Distribution","Quarter"
"Collective Investment","GB00BCW3LB80","EF WAY VERUS SUSTAINABLE BALANCED B INC","Distribution","Bi_Annual"
"Collective Investment","LU1732778490","ABERDEEN STD SERV DIVERSIFIED INCOME BB Q INC","Distribution","Quarter"
"Collective Investment","LU0303821028","FIDELITY EMG EUR MID EA&AFR A INC $","Distribution","Year"
"Collective Investment","LU0239680886","MORGAN STANLEY IF EURO CORP BD AX INC","Distribution","Quarter"
"Collective Investment","IE00B8J4FY78","WELLINGTON GLBL BD PORT A DIS GBP","Distribution","Quarter"
"Collective Investment","GB00BH4TWF02","VT GARRAWAY MULTI ASSET DYNAMIC FUND A INC","Distribution","Year"
"Collective Investment","LU0162660350","BLACKROCK (LUX) SA EURO CORPORATE BD A1","Distribution","Month"
"Collective Investment","LU0160363585","SCHRODER INTL SEL-EM.M.DB.AB.R(A1)MF","Distribution","Month"
"Collective Investment","LU0323421593","FRANKLIN TEMPLETON HIGH YIELD A DIS H1 SGD","Distribution","Month"
"Collective Investment","LU1864522831","EASTSPRING INVESTM JAPAN DYNAMIC FGDY GBP INC","Distribution","Year"
"Collective Investment","LU0441868451","SCHRODER INV MG E ISF GBL HIGH YLD C GBP DIS","Distribution","Quarter"
"Collective Investment","IE00B3RJZK59","BNY MELLON GLOBAL EQUITY INCOME C INC","Distribution","Quarter"
"Collective Investment","GB00B503GT43","CT(UK)VI MM LIFESTYLE 6 B INC","Distribution","Bi_Annual"
"Collective Investment","LU0816460074","BLACKROCK (LUX) SA GBL CORPORATE BD A3 INC","Distribution","Month"
"Collective Investment","IE00B193ML14","PIMCO GIS GLOBAL HIGH YIELD E INC USD","Distribution","Quarter"
"Collective Investment","IE00B80FZF09","J O HAMBRO CAPITAL GLOBAL OPPS B EUR D INC","Distribution","Year"
"Collective Investment","LU0827876821","BLACKROCK (LUX) SA EMERGING MARKETS BOND D3 US","Distribution","Month"
"Collective Investment","LU0648599941","MFS MERIDIAN GLOBAL HIGH YIELD FUND","Distribution","Month"
"Collective Investment","GB00B3W7G901","LIONTRUST MONTHLY INCOME BOND P GROSS INC","Distribution","Month"
"Collective Investment","LU2468390773","SCHRODER GAIA OKATREE CREDIT E INC","Distribution","Quarter"
"Collective Investment","IE0006948016","GOLDMAN SACHS FUNDS PLC STERLING LIQUID RESERVES FUND INSTITUTIONAL","Distribution","Year"
"Collective Investment","GB00BF0TZH39","L&G GLOBAL LISTED INFRASTRUCTURE I INC","Distribution","Bi_Annual"
"Collective Investment","LU1008671684","ALLIANCE BERNSTEIN AMERICAN INCOME PORTFOLIO INC","Distribution","Month"
"Collective Investment","GB0033884809","THREADNEEDLE  HIGH YLD BD RET GRS INC NAV","Distribution","Month"
"Collective Investment","GB00B3L6GN21","THREADNEEDLE UK EQ INC RET 2 INC GBP   LIQ","Distribution","Quarter"
"Collective Investment","LU2215374161","ALLIANZ FOOD SECURITY P INC","Distribution","Year"
"Collective Investment","GB00B44MQ015","LIONTRUST INV LTD MONTHLY INC BND B GROSS INC","Distribution","Month"
"Collective Investment","GB00BYMLFL45","LINK FUND SOL LTD TROJAN ETHICAL INCOME O INC","Distribution","Bi_Annual"
"Collective Investment","GB00B39RMQ20","BAILLIE GIFFORD EMERGING MARKETS BD B INC","Distribution","Quarter"
"Collective Investment","LU1282650073","ALLIANZ DYNAMIC ASIAN HIGH YIELD BOND AMG","Distribution","Month"
"Collective Investment","LU1069346739","AB SHORT DURATION BOND PORTFOLIO AA","Distribution","Month"
"Collective Investment","IE00BFNWXZ33","LORD ABBETT PASSPO SHORT DURATION INCOME A USD","Distribution","Month"
"Collective Investment","LU0239683559","MORGAN STANLEY IF GBL BRANDS AX","Distribution","Bi_Annual"
"Collective Investment","GB00B12V1482","CFP CASTLEFIELD REAL RETURN INC","Distribution","Quarter"
"Collective Investment","LU2639067565","NINETY ONE GLOBAL STRATEGY FUND GLOBAL CREDIT INCOME FUND ZX INC-2 HEDGED","Distribution","Month"
"Collective Investment","IE00BBPJD650","INVESCO AM IRL LTD CONTL EURO SML CAP EQTY Z","Distribution","Year"
"Collective Investment","IE00B464Q616","PIMCO GLOBAL ADVIS EMG ASIA BOND E USD INC NAV","Distribution","Month"
"Collective Investment","IE00BWSW3J11","CATALYST GLOBAL REAL ESTATE UCITS FUND CLASS E GBP DISTRIBUTING CGREG M-EG","Distribution","Bi_Annual"
"Collective Investment","IE00BD9F8S05","LF EQUITY INCOME FEEDER FUND SUSP","Distribution","Quarter"
"Collective Investment","LU0842210154","BLUEBAY FDS MGMT INVEST GRADE LIBOR C AIDIV","Distribution","Year"
"Collective Investment","LU1854149579","M&G SECURITIES LTD GLOBAL MACRO BOND C H GBP D","Distribution","Quarter"
"Collective Investment","LU0936578375","FIDELITY FUNDS GLOBAL CONSUMER INDUSTRIES FUND Y INC","Distribution","Year"
"Collective Investment","GB00BSLVFL34","NINETY-ONE FUND MGRS UK EQUITY INCOME A INC NET","Distribution","Quarter"
"Collective Investment","LU1487255439","CT (LUX) UK EQUITY INCOME AEC INC","Distribution","Quarter"
"Collective Investment","IE000HMB0E29","WMP CORE BALANCED USD DIST","Distribution","Year"
"Collective Investment","LU1282649570","ALLIANZ ASIAN MULTI INC PLUS AMG H2","Distribution","Month"
"Collective Investment","GB00BLG2W887","BNY MELLON GLOBAL INCOME FUND U INC","Distribution","Quarter"
"Collective Investment","IE00BK63S866","POLAR CAPITAL JAPAN VALUE FUND CLASS R INC","Distribution","Year"
"Collective Investment","GB00BFDTFR03","HENDERSON INVESTME ASIAN DIV INC UNIT TRUST G","Distribution","Quarter"
"Collective Investment","LU0862305264","UBAM SICAV P.BD UH-DIS-GBP","Distribution","Year"
"Collective Investment","LU0863495155","KOTAK FUNDS SICAV INDIA MIDCAP C INC","Distribution","Year"
"Collective Investment","LU2339919701","FORESIGHT GLOBAL REAL INFRASTRUCTURE FUND A INC","Distribution","Quarter"
"Collective Investment","LU1128624639","BLUEBAY FDS MGMT TOTAL RTN CRED QIDIV C","Distribution","Quarter"
"Collective Investment","GB0005543250","MCINROY & WOOD BALANCED FUND LEGACY CLASS","Distribution","Bi_Annual"
"Collective Investment","GB00BDZYJV10","THREADNEEDLE INVES UK EQUITY INCOME L GBP DIS","Distribution","Quarter"
"Collective Investment","LU2066060455","VONTOBEL FUND MTX SUSTAINABLE EMERGING MARKETS LEADERS AQNG INC","Distribution","Quarter"
"Collective Investment","LU0201602173","AMUNDI EQ LAT AMERICA C AU DIS USD","Distribution","Year"
"Collective Investment","IE00BF2ZW348","AHFM DEFINED RETURNS I GBP INC","Distribution","Quarter"
"Collective Investment","LU1721428420","BNP PARIBAS GLOBAL CONVERTIBLE CLASSIC MD INC","Distribution","Month"
"Collective Investment","LU1088708349","UNION BANCAIRE PRI SWISS SMALL PLS MID CAP","Distribution","Year"
"Collective Investment","LU1368730674","VONTOBAL FUND-TWENTYFOUR ABSOLUTE RTN CREDIT FUND AQNG INC","Distribution","Quarter"
"Collective Investment","LU1775976431","INVESCO MANAGEMENT GLOBAL SMALL CAP EQUITY Z","Distribution","Year"
"Collective Investment","LU1775969659","INVESCO MANAGEMENT GLOBAL HIGH INCOME A USD","Distribution","Bi_Annual"
"Collective Investment","LU1072327023","BLACKROCK (LUX) SA GBL HIGH YLD BD HGD D5","Distribution","Quarter"
"Collective Investment","LU0440694742","NINETY-ONE GS GBL DYNAMIC Z","Distribution","Year"
"Collective Investment","LU1220229196","BLACKROCK SA EUROPEAN EQUITY INCOME A8 INC","Distribution","Month"
"Collective Investment","LU2639068704","NINETY ONE GLOBAL STRATEGY FUND GLOBAL CREDIT INCOME FUND A INC-2","Distribution","Month"
"Collective Investment","LU2639069181","NINETY ONE  GLOBAL EQUITY FUND  ZX","Distribution","Year"
"Collective Investment","LU1775966556","INVESCO CHINA NEW PERSPECTIVE EQUITY C INC USD","Distribution","Year"
"Collective Investment","LU1105468828","ALLIANZ GLB INVEST TOTAL RTN ASIAN EQTY AM H2 INC","Distribution","Month"
"Collective Investment","LU0214904665","UBS FUND MGMT LUX BD SICAV EMG EURP EUR P DIS","Distribution","Year"
"Collective Investment","LU1401126823","CAPITAL INTERNATIO INVESTMENT CO OF AMERICA (L","Distribution","Quarter"
"Collective Investment","LU0242609849","SCHRODER INTERNATIONAL SELECTION FUND GLOBAL EQUITY ALPHA A INC","Distribution","Year"
"Collective Investment","CH0194666555","ZCAPITAL SWISS DIVIDEND FUND CHF","Distribution","Year"
"Collective Investment","IE0007LA94G2","WMP CORE GROWTH USD DIST","Distribution","Year"
"Collective Investment","IE000BC5CIX3","WMP CORE GROWTH GBP HEDGED DIST","Distribution","Year"
"Collective Investment","LU1421306025","CARNE GL FD MGR(LU EDGEWOOD L SELECT US SELECT","Distribution","Year"
"Collective Investment","IE00B4V2DR00","INVESCO FUNDS SERIES 2 EMERGING MARKETS BOND FUND A INC","Distribution","Month"
"Collective Investment","GB00BZB27M05","INVESCO-GLOBAL TARGETED INC UK(Z)INC","Distribution","Month"
"Collective Investment","LU1311311606","MATTHEWS ASIA EX JAPAN DIVIDEND FUND I INC","Distribution","Quarter"
"Collective Investment","IE00B01VQZ85","INVESCO SER 2 GBL HIGH INC A MD USD","Distribution","Month"
"Collective Investment","LU1775947333","INVESCO MANAGEMENT ASEAN EQUITY A USD AD DIS","Distribution","Year"
"Collective Investment","LU1775951368","INVESCO MANAGEMENT ASIAN EQUITY Z USD AD DIS","Distribution","Year"
"Collective Investment","LU1775961243","INVESCO MANAGEMENT CONTL EURP SMALL CAP EQUITY","Distribution","Year"
"Collective Investment","LU1775962993","INVESCO MANAGEMENT CONTL EURP SMALL CAP EQTY Z","Distribution","Year"
"Collective Investment","GB00BYQNBS53","ASI UK SMALLER COMPANIES (CLOSED TO NEW BUSINESS)","Distribution","Year"
"Collective Investment","JE00BN6MFT40","BROOKS MACDONALD MULTI STRATEGY CAUTIOUS BALANCED STRATEGY A INC","Distribution","Year"
"Collective Investment","GB00B54KZJ47","STEWART INVESTORS ASIA PACIFIC LEADERS FUND CLASS A (INCOME)","Distribution","Bi_Annual"
"Collective Investment","LU0738912566","BLACKROCK (LUX) SA USD HIGH YIELD BDFD A6 USD","Distribution","Month"
"Collective Investment","IE00BYM84P21","JUPITER GLOBAL EQUITY INCOME FUND (IRL) U1 GBP INC","Distribution","Month"
"Collective Investment","LU1122782227","THE FUND GROUP ASG DYNAMIC INCOME FUND B1","Distribution","Bi_Annual"
"Collective Investment","LU0224575943","ALLIANZEMERGING MARKETS EQUITY DIVIDEND A","Distribution","Year"
"Collective Investment","IE00B4QWB156","NEUBERGER BER INV HIGH YIELD BOND I CHF INC","Distribution","Quarter"
"Collective Investment","GB00BL0RSP87","UBS ASSET MGMT GBL ENHANCED EQTY INC C INC","Distribution","Month"
"Collective Investment","LU1505937943","BLACKROCK (LUX) SA BGF CONTL EURP FLEX I4 INC","Distribution","Year"
"Collective Investment","LU1039371676","JP MORGAN GLOBAL BOND OPPORTUNITIES A DIS","Distribution","Year"
"Collective Investment","IE00BWGCG943","DIMENSIONAL FUNDS EMERGING MKT LARGE CAP CORE","Distribution","Year"
"Collective Investment","GB00B5N9ZW58","JPMORGAN AM UK LTD GBL MACRO OPPS A NET INC","Distribution","Year"
"Collective Investment","IE00BMG7PC59","FTGF GFCLEARBRIDGE GLOBAL INFRASTRUCTURE X INC","Distribution","Month"
"Collective Investment","LU0862308524","UBAM SICAV SA UD CHF INC","Distribution","Year"
"Collective Investment","IE00B7FN5073","NEUBERGER BER INV SHORT DUR HIGH YIELD BOND","Distribution","Quarter"
"Collective Investment","IE00B3L7TL48","PIMCO GIS GRADE CRED ADMIN INC GBP","Distribution","Quarter"
"Collective Investment","GB00B94SCD93","JANUS HENDERSON CORE 6 INCOME & GROWTH I INC","Distribution","Quarter"
"Collective Investment","IE00B98CPZ00","PIMCOG GLOBAL ADVIS INCOME PU INC","Distribution","Month"
"Collective Investment","LU1898274664","PICTET G SUSTAINABLE CREDIT HI DY GBP DIST","Distribution","Year"
"Collective Investment","LU0417518270","SCHRODERS ISF GBL CORP BD HGD A SGD","Distribution","Bi_Annual"
